Frame Number,Timecode,content_val,delta_edges,delta_hue,delta_lum,delta_sat
2,00:00:00.040,0.314375,3.04140625,2.2981944444444444,0.13012152777777777,0.49862847222222223
3,00:00:00.080,0.10707465277777778,0.8986979166666667,1.2539236111111112,0.060885416666666664,0.1532638888888889
4,00:00:00.120,0.023385416666666665,0.23463541666666668,0.15633680555555557,0.014739583333333334,0.03203125
5,00:00:00.160,0.1238107638888889,0.5046875,0.8692708333333333,0.04904513888888889,0.1985763888888889
6,00:00:00.200,1.0729340277777777,7.7828125,6.143854166666666,0.6377951388888888,1.5080729166666667
7,00:00:00.240,0.06677083333333333,1.221875,0.12765625,0.06868055555555555,0.0648611111111111
8,00:00:00.280,1.4596961805555555,12.5109375,6.319895833333334,1.089670138888889,1.8297222222222222
9,00:00:00.320,0.1293402777777778,2.341927083333333,1.007673611111111,0.081875,0.17680555555555555
10,00:00:00.360,0.09433159722222223,2.44375,0.40850694444444446,0.08270833333333333,0.10595486111111112
11,00:00:00.400,0.4716753472222222,6.538802083333334,1.4813020833333332,0.4395833333333333,0.5037673611111111
12,00:00:00.440,0.7572048611111111,5.077864583333334,5.417274305555556,0.4507291666666667,1.0636805555555555
13,00:00:00.480,0.6240017361111112,5.706510416666666,3.3011458333333334,0.48097222222222225,0.76703125
14,00:00:00.520,0.4226302083333333,4.60859375,2.4959201388888888,0.2666145833333333,0.5786458333333333
15,00:00:00.560,0.1292795138888889,1.3325520833333333,0.6466145833333333,0.10145833333333333,0.15710069444444444
16,00:00:00.600,0.8698697916666667,7.853645833333333,4.8436111111111115,0.7317881944444444,1.007951388888889
17,00:00:00.640,0.14163194444444444,0.6729166666666667,0.8486805555555555,0.11704861111111112,0.16621527777777778
18,00:00:00.680,1.6549218749999999,12.121354166666666,6.839670138888889,1.18125,2.12859375
19,00:00:00.720,0.21029513888888887,1.9302083333333333,1.6838541666666667,0.1480034722222222,0.27258680555555553
20,00:00:00.760,0.11075520833333333,1.0182291666666667,0.3617708333333333,0.09,0.13151041666666666
21,00:00:00.800,1.6255121527777778,14.454427083333334,6.291510416666667,1.5769444444444445,1.6740798611111112
22,00:00:00.840,0.44817708333333334,4.320833333333334,2.4741666666666666,0.3399826388888889,0.5563715277777778
23,00:00:00.880,1.2538802083333334,13.152864583333333,4.9577430555555555,1.1612152777777778,1.346545138888889
24,00:00:00.920,0.05827256944444444,1.0315104166666667,0.14184027777777777,0.05489583333333333,0.061649305555555554
25,00:00:00.960,0.1435590277777778,2.837760416666667,0.40338541666666666,0.1256076388888889,0.16151041666666666
26,00:00:01.000,1.8954253472222222,13.104166666666666,8.325451388888888,1.5069270833333333,2.283923611111111
27,00:00:01.040,0.35553819444444446,2.2799479166666665,1.3281770833333333,0.2606597222222222,0.4504166666666667
28,00:00:01.080,0.39438368055555556,2.7669270833333335,1.3337673611111112,0.31026041666666665,0.47850694444444447
29,00:00:01.120,1.30859375,10.036197916666667,4.151302083333333,1.1953645833333333,1.4218229166666667
30,00:00:01.160,0.39389756944444443,4.18359375,1.652951388888889,0.2899479166666667,0.4978472222222222
31,00:00:01.200,1.169592013888889,10.30625,4.656302083333333,1.025625,1.3135590277777778
32,00:00:01.240,0.6013454861111112,6.994791666666667,2.4701041666666668,0.4685243055555556,0.7341666666666666
33,00:00:01.280,0.4817621527777778,4.790104166666667,2.2889583333333334,0.3761979166666667,0.5873263888888889
34,00:00:01.320,1.3752777777777778,16.088020833333335,6.828576388888889,1.115173611111111,1.6353819444444444
35,00:00:01.360,0.4511892361111111,5.75078125,1.4227430555555556,0.4136284722222222,0.48875
36,00:00:01.400,1.3016319444444444,14.078125,5.369670138888889,1.084045138888889,1.51921875
37,00:00:01.440,0.5316319444444445,4.192447916666667,2.0210243055555557,0.39319444444444446,0.6700694444444445
38,00:00:01.480,0.6400954861111111,6.344010416666666,3.7040277777777777,0.44921875,0.8309722222222222
39,00:00:01.520,1.526467013888889,14.033854166666666,6.307934027777778,1.1855381944444445,1.8673958333333334
40,00:00:01.560,0.4895920138888889,7.11875,1.6438368055555554,0.39055555555555554,0.5886284722222223
41,00:00:01.600,1.520815972222222,12.21875,6.979861111111111,1.1436111111111111,1.8980208333333333
42,00:00:01.640,0.9251302083333333,7.127604166666667,5.323802083333334,0.6077430555555555,1.242517361111111
43,00:00:01.680,0.34815972222222225,5.728645833333333,1.1666840277777777,0.30473958333333334,0.3915798611111111
44,00:00:01.720,0.7717447916666667,11.745052083333333,2.462621527777778,0.6665625,0.8769270833333334
45,00:00:01.760,0.6997309027777778,6.313020833333334,4.210625,0.4609722222222222,0.9384895833333333
46,00:00:01.800,1.3460416666666666,11.603385416666667,6.91203125,0.9805555555555555,1.7115277777777778
47,00:00:01.840,0.34705729166666666,4.909635416666666,1.3348784722222222,0.2682465277777778,0.42586805555555557
48,00:00:01.880,0.4786111111111111,7.605729166666666,2.1107465277777777,0.40782986111111114,0.5493923611111111
49,00:00:01.920,0.3204166666666667,3.6434895833333334,1.9230902777777779,0.2413715277777778,0.39946180555555555
50,00:00:01.960,0.9976215277777778,8.371614583333333,5.44796875,0.5640798611111111,1.4311631944444445
51,00:00:02.000,1.0395138888888888,9.181770833333333,4.92875,0.6896006944444445,1.3894270833333333
52,00:00:02.040,1.1935416666666667,13.42734375,5.175,1.10984375,1.2772395833333334
53,00:00:02.080,0.16460069444444445,1.9567708333333333,0.6300347222222222,0.14277777777777778,0.1864236111111111
54,00:00:02.120,0.15586805555555555,2.638541666666667,0.7128645833333334,0.1234548611111111,0.18828125
55,00:00:02.160,0.9823958333333334,8.876302083333334,4.61703125,0.6801215277777778,1.2846701388888888
56,00:00:02.200,0.42032986111111115,3.7231770833333333,1.9564930555555555,0.28857638888888887,0.5520833333333334
57,00:00:02.240,0.38723090277777783,2.7846354166666667,1.9732465277777778,0.25078125,0.5236805555555556
58,00:00:02.280,0.7334461805555555,7.74296875,3.454392361111111,0.4464930555555556,1.0203993055555556
59,00:00:02.320,0.3638194444444445,2.8643229166666666,2.1787847222222223,0.24296875,0.4846701388888889
60,00:00:02.360,0.3821440972222222,3.5416666666666665,2.0365972222222224,0.2493923611111111,0.5148958333333333
61,00:00:02.400,0.7632204861111112,6.698177083333333,4.073697916666666,0.4675173611111111,1.058923611111111
62,00:00:02.440,0.6021267361111111,5.153125,3.0824652777777777,0.3185763888888889,0.8856770833333333
63,00:00:02.480,0.20829861111111111,1.4609375,0.9823958333333334,0.11932291666666667,0.29727430555555556
64,00:00:02.520,0.4903819444444444,4.10390625,2.8640625,0.32979166666666665,0.6509722222222222
65,00:00:02.560,0.46978298611111113,5.250520833333334,2.7605902777777778,0.32189236111111114,0.6176736111111111
66,00:00:02.600,0.2850173611111111,3.2140625,1.3373090277777777,0.21697916666666667,0.35305555555555557
67,00:00:02.640,0.5153385416666667,2.975,2.825434027777778,0.3043576388888889,0.7263194444444444
68,00:00:02.680,0.29467881944444446,2.8997395833333335,1.6631076388888888,0.16175347222222222,0.4276041666666667
69,00:00:02.720,0.28716145833333334,2.8598958333333333,1.4541493055555557,0.18043402777777778,0.3938888888888889
70,00:00:02.760,0.08444444444444445,0.9518229166666666,0.4810069444444444,0.06302083333333333,0.10586805555555556
71,00:00:02.800,0.952048611111111,7.84921875,4.110677083333333,0.6383333333333333,1.265763888888889
72,00:00:02.840,0.7294704861111112,5.892447916666667,3.4644618055555556,0.5105729166666667,0.9483680555555556
73,00:00:02.880,0.8831944444444445,11.324479166666666,3.9086805555555557,0.6268576388888889,1.13953125
74,00:00:02.920,0.4572222222222222,3.1255208333333333,2.7721180555555556,0.29074652777777776,0.6236979166666666
75,00:00:02.960,0.15361111111111111,1.6114583333333334,0.5438541666666666,0.1296701388888889,0.17755208333333333
76,00:00:03.000,1.006701388888889,7.225,4.220364583333334,0.6980034722222223,1.3153993055555555
77,00:00:03.040,0.24811631944444446,3.271614583333333,0.9221527777777778,0.20427083333333335,0.29196180555555556
78,00:00:03.080,0.9733420138888889,8.615104166666667,3.917170138888889,0.7771701388888889,1.169513888888889
79,00:00:03.120,0.44763020833333333,4.373958333333333,2.2461458333333333,0.3310763888888889,0.5641840277777778
80,00:00:03.160,0.1965104166666667,3.7276041666666666,0.91140625,0.15597222222222223,0.2370486111111111
81,00:00:03.200,1.2561111111111112,11.908854166666666,5.747013888888889,0.8797222222222222,1.6325
82,00:00:03.240,0.8537760416666667,7.5703125,5.086423611111111,0.5064236111111111,1.2011284722222222
83,00:00:03.280,0.7030381944444444,8.336197916666666,2.6453125,0.5430555555555555,0.8630208333333333
84,00:00:03.320,0.5445225694444444,6.211197916666666,2.7280381944444443,0.3605555555555556,0.7284895833333334
85,00:00:03.360,0.20078125,3.1432291666666665,0.7398611111111111,0.16539930555555554,0.23616319444444445
86,00:00:03.400,0.6836545138888889,7.225,3.4105381944444444,0.48541666666666666,0.8818923611111111
87,00:00:03.440,0.3565625,2.6828125,1.9013715277777778,0.23097222222222222,0.48215277777777776
88,00:00:03.480,1.0375,11.001302083333334,4.605763888888889,0.7381597222222223,1.3368402777777777
89,00:00:03.520,0.41060763888888885,6.366145833333333,1.8528298611111111,0.3207291666666667,0.5004861111111111
90,00:00:03.560,0.2926736111111111,3.6080729166666665,1.3911805555555556,0.24678819444444444,0.3385590277777778
91,00:00:03.600,1.0392881944444445,11.258072916666666,3.868420138888889,0.8419618055555556,1.2366145833333333
92,00:00:03.640,0.7033420138888888,5.85703125,3.4477256944444443,0.39664930555555555,1.0100347222222221
93,00:00:03.680,0.18036458333333333,0.9872395833333333,0.96484375,0.12585069444444444,0.23487847222222222
94,00:00:03.720,0.5760243055555555,5.666666666666667,2.387465277777778,0.43993055555555555,0.7121180555555555
95,00:00:03.760,0.5734635416666667,4.816666666666666,2.8864756944444445,0.3840798611111111,0.7628472222222222
96,00:00:03.800,0.65234375,7.030208333333333,3.3031944444444443,0.43581597222222224,0.8688715277777778
97,00:00:03.840,0.5908420138888889,5.03359375,3.5096180555555554,0.38223958333333335,0.7994444444444444
98,00:00:03.880,0.34348958333333335,3.33359375,1.6891319444444444,0.22902777777777777,0.45795138888888887
99,00:00:03.920,0.2746267361111111,2.306510416666667,1.4022395833333334,0.19645833333333335,0.3527951388888889
100,00:00:03.960,0.2120746527777778,3.4796875,1.26484375,0.1278125,0.2963368055555556
101,00:00:04.000,0.93765625,9.425260416666667,4.959635416666667,0.6214756944444444,1.2538368055555555
102,00:00:04.040,0.2965451388888889,2.7359375,1.6096354166666667,0.17770833333333333,0.41538194444444443
103,00:00:04.080,0.15059027777777778,0.8145833333333333,0.8122569444444444,0.09480902777777778,0.20637152777777779
104,00:00:04.120,0.5829600694444445,4.391666666666667,3.0423958333333334,0.34088541666666666,0.8250347222222222
105,00:00:04.160,0.26296875,2.572135416666667,1.4556944444444444,0.1801736111111111,0.34576388888888887
106,00:00:04.200,0.6803211805555556,7.415364583333333,4.01296875,0.37640625,0.9842361111111111
107,00:00:04.240,0.16896701388888888,1.79296875,1.0352430555555556,0.11190972222222222,0.22602430555555555
108,00:00:04.280,2.2046006944444443,10.058333333333334,13.587274305555555,1.0425520833333333,3.3666493055555557
109,00:00:04.320,0.7501736111111111,7.021354166666667,2.626753472222222,0.5161979166666667,0.9841493055555556
110,00:00:04.360,0.19149305555555557,1.8328125,0.9659548611111111,0.13164930555555557,0.25133680555555554
111,00:00:04.400,0.7504774305555555,4.7015625,3.4546354166666666,0.46085069444444443,1.0401041666666666
112,00:00:04.440,0.33576388888888886,2.24453125,1.7486631944444444,0.21020833333333333,0.46131944444444445
113,00:00:04.480,0.16672743055555556,1.4609375,1.1002256944444444,0.1051736111111111,0.22828125
114,00:00:04.520,1.0894444444444444,10.939322916666667,3.966927083333333,0.7838541666666666,1.3950347222222221
115,00:00:04.560,0.46562499999999996,3.57265625,2.401111111111111,0.2651736111111111,0.6660763888888889
116,00:00:04.600,0.3059809027777778,4.66171875,1.7446180555555555,0.1897222222222222,0.42223958333333333
117,00:00:04.640,0.5151909722222222,8.283072916666667,2.4049479166666665,0.3692534722222222,0.6611284722222223
118,00:00:04.680,0.2817795138888889,1.8283854166666667,1.8881597222222222,0.15057291666666667,0.4129861111111111
119,00:00:04.720,0.5634635416666667,4.599739583333333,3.2920659722222223,0.30666666666666664,0.8202604166666667
120,00:00:04.760,0.42399305555555555,2.7934895833333333,2.1990625,0.24008680555555556,0.6078993055555556
